Entreprise,Nom_fichier,Type,Annee,Immobilisations incorporelles,Immobilisations corporelles,Produits loués,Participations comptabilisées,Autres investissements,Créances de financement des ventes,Actifs financiers,Taxe différée,Autres actifs,Inventaires,Créances clients,Créances de financement des ventes.1,Impôt actuel,Trésorerie et équivalents de trésorerie,Total des actifs,Participations comptabilisées selon la méthode de la mise en équivalence,Bénéfice/perte avant impôt,Impôts sur le revenu payés,Intérêts reçus,Autres intérêts et produits/charges assimilés ,Amortissements et dépréciations des immobilisations corporelles et incorporelles,Autres produits et charges non monétaires,Résultat des investissements,Variation des produits loués,Variation des créances liées au financement des ventes,Variation du fonds de roulement,Variation des stocks,Variation des créances commerciales,Variation des dettes commerciales,Variation des provisions,Variation des autres actifs et passifs opérationnels,Flux de trésorerie entrants/sortants liés aux activités opérationnelles,Investissement total dans les immobilisations incorporelles et corporelles,Produit des subventions pour les immobilisations incorporelles et les immobilisations corporelles,Produits de cession d'immobilisations incorporelles et d'immobilisations corporelles,Dépenses pour les actifs d'investissement,Produits de la cession d'actifs de placement et d'autres unités opérationnelles,Investissements en titres négociables et fonds d'investissement,Produits de la vente de titres négociables et de fonds d'investissement,Flux de trésorerie entrants/sortants liés aux activités d'investissement,Apports en capitaux propres,Paiement du dividende de l'année précédente,Opérations de financement et transactions sur capitaux propres intragroupe,Intérêts payés,Produit de l'émission de passifs financiers non courants,Remboursement de passifs financiers non courants,Variation des autres passifs financiers,Flux de trésorerie entrants/sortants liés aux activités de financement,Effet des variations de  taux de change sur la trésorerie et les équivalents de trésorerie,Effet des changements dans la composition du Groupe sur la trésorerie et les équivalents de trésorerie,Variation de la trésorerie et des équivalents de trésorerie,Trésorerie et équivalents de trésorerie au 1er janvier,Trésorerie et équivalents de trésorerie au 31 décembre,Flux de trésorerie liés aux activités d'investissement,Revenus,Excédent brut d'exploitation,Marge d'exploitation,Rentabilité économique RoCE,Flux de trésorerie disponible,Actifs financiers nets,Date,Quarter,Rentabilité financière RoE,Ratio de pénétration,Nouveaux contrats avec des particuliers,Bénéfice avant impôt,Rentabilité opérationnelle,Bénéfice net,Dépenses en capital,Ratio d'investissement,Dépenses de recherche et développement R&D,Ratio R&D,Sales volume (deliveries to customers) units,Production volume units,Capital souscrit,Réserves de capital,Réserves de revenus,Autres capitaux propres accumulés,Intérêts minoritaires,Capitaux propres,Provisions pour risques et charges,autres provisions,Passifs financiers,Autres passifs,Dettes commerciales,Dettes,Total des capitaux propres et du passif,Capitaux propres attribuables aux actionnaires,modele,unites_vendues,Résultats opérationnels,Marge brute,Résultat financier,Bénéfices avant impôt,Bénéfice net de l'année,vente,Continents,Pays
BMW,cashflow_BMW,automotive,2020,,,,,,,,,,,,,,,,,2722.0,-382.0,283.0,152.0,5974.0,94.0,-920.0,,,-841.0,422.0,191.0,-1454.0,1122.0,-26.0,8178.0,-5990.0,45.0,34.0,-199.0,1327.0,-829.0,1679.0,-3933.0,28.0,-1671.0,-901.0,-447.0,,-982.0,,-3973.0,130.0,43.0,445.0,9077.0,9522.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,cashflow_BMW,automotive,2019,,,,,,,,,,,,,,,,,4467.0,-1984.0,91.0,61.0,5853.0,-262.0,-136.0,,,-831.0,-1255.0,43.0,381.0,1745.0,683.0,9690.0,-6734.0,50.0,31.0,-1557.0,1087.0,-507.0,465.0,-7165.0,33.0,-2366.0,877.0,-197.0,173.0,-605.0,,-2085.0,-22.0,28.0,446.0,8631.0,9077.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,cashflow_BMW,automotive,2018,,,,,,,,,,,,,,,,,6977.0,-1751.0,170.0,-165.0,4982.0,83.0,-632.0,,,-758.0,-390.0,59.0,-427.0,344.0,175.0,9352.0,-7618.0,18.0,105.0,-145.0,1210.0,-3692.0,3562.0,-6769.0,25.0,-2630.0,2099.0,-136.0,1.0,-410.0,-2.0,-1053.0,-31.0,-25.0,1474.0,7157.0,8631.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,cashflow_BMW,automotive,2017,,,,,,,,,,,,,,,,,5276.0,-1896.0,125.0,89.0,4699.0,25.0,-738.0,,,78.0,-1179.0,43.0,1214.0,988.0,-1362.0,10848.0,-6972.0,,28.0,-482.0,1037.0,-3810.0,3655.0,-6544.0,38.0,-2324.0,567.0,-165.0,,,,-48.0,73.0,,2363.0,4794.0,7157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,cashflow_BMW,automotive,2016,,,,,,,,,,,,,,,,,5441.0,-1997.0,142.0,283.0,4876.0,11.0,-441.0,,,-172.0,-758.0,-43.0,629.0,970.0,-246.0,11464.0,-5699.0,,9.0,-122.0,140.0,-3196.0,3436.0,-5432.0,20.0,-2121.0,-1833.0,-118.0,,,67.0,-520.0,-720.0,25.0,842.0,3952.0,4794.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,cashflow_BMW,financial services,2021,,,,,,,,,,,,,,,,,3753.0,-1423.0,2.0,1.0,35.0,,,-1602.0,926.0,433.0,438.0,6.0,-11.0,87.0,1047.0,3259.0,-12.0,11.0,1.0,-1.0,,-185.0,260.0,74.0,,,-2511.0,-27.0,218348.0,-219488.0,1049.0,-2629.0,-96.0,,608.0,2863.0,3471.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,cashflow_BMW,financial services,2020,,,,,,,,,,,,,,,,,1725.0,-1513.0,3.0,1.0,46.0,6.0,,-311.0,4184.0,-76.0,-43.0,1.0,-34.0,129.0,-1432.0,2762.0,-14.0,8.0,,,,-91.0,521.0,424.0,,,-2438.0,-18.0,153823.0,-156657.0,2782.0,-2508.0,110.0,,788.0,2075.0,2863.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,cashflow_BMW,financial services,2019,,,,,,,,,,,,,,,,,2272.0,-345.0,,3.0,54.0,23.0,,-3600.0,-3589.0,-222.0,-193.0,-11.0,-18.0,-59.0,118.0,-5345.0,-19.0,2.0,1.0,,57.0,-268.0,356.0,129.0,,,5491.0,-1.0,132408.0,-133089.0,491.0,5300.0,6.0,,90.0,1985.0,2075.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,cashflow_BMW,financial services,2018,,,,,,,,,,,,,,,,,2143.0,-299.0,,1.0,34.0,33.0,,-1783.0,-5670.0,176.0,7.0,60.0,109.0,-13.0,-1259.0,-6790.0,-13.0,3.0,2.0,,2.0,-63.0,199.0,130.0,,,5097.0,,12940.0,-12071.0,827.0,6793.0,-4.0,,129.0,1856.0,1985.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,cashflow_BMW,financial services,2017,,,,,,,,,,,,,,,,,4047.0,-315.0,,-5.0,35.0,46.0,,-1855.0,-7440.0,161.0,-20.0,19.0,162.0,225.0,705.0,-6384.0,-15.0,,2.0,,970.0,-231.0,211.0,937.0,,,4315.0,,552.0,-489.0,11385.0,-7119.0,-4181.0,64.0,-1190.0,3046.0,1856.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,cashflow_BMW,financial services,2016,,,,,,,,,,,,,,,,,1777.0,164.0,,12.0,29.0,11.0,,-3532.0,-8368.0,50.0,2.0,-12.0,60.0,139.0,-283.0,-9844.0,-10.0,,,,,-396.0,304.0,-102.0,,,6191.0,,870.0,-1160.0,8295.0,-7215.0,4425.0,11.0,1687.0,1359.0,3046.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VW,cashflows_VW,Group,2022,,,,,,,,,,,,,,,,,22044.0,-4415.0,,,31275.0,-542.0,,-8711.0,8586.0,,-8385.0,-3207.0,-6294.0,-1856.0,,28495.0,-12948.0,,844.0,-13349.0,-16368,,,,-235.0,-4362.0,16198.0,,23876.0,-26886.0,-4366.0,4225.0,-285.0,,,39123.0,29737.0,-41821.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VW,cashflows_VW,Group,2021,,,,,,,,,,,,,,,,,20126.0,-4216.0,,,28440.0,-1652.0,,-16205.0,1856.0,,2110.0,1888.0,4345.0,1943.0,,38635.0,-10655.0,,217.0,-13742.0,-1948,,,,-1071.0,-3022.0,-590.0,,32659.0,-31803.0,-3928.0,-7755.0,942.0,,,33432.0,39126.0,-26128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VW,cashflows_VW,Group,2020,,,,,,,,,,,,,,,,,11667.0,-2646.0,,,26717.0,-1572.0,,-12914.0,540.0,,1334.0,712.0,260.0,803.0,,24901.0,-11273.0,,1008.0,-8107.0,-4319,,,,2984.0,-2952.0,-238.0,,25181.0,-20915.0,3577.0,7637.0,-745.0,,,24329.0,33431.0,-22691.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VW,cashflows_VW,Group,2019,,,,,,,,,,,,,,,,,18356.0,-2914.0,,,24895.0,-730.0,,-13204.0,2297.0,,-674.0,-893.0,-10796.0,1646.0,,17983.0,-14230.0,,417.0,-6264.0,-1069,,,,,-2899.0,1368.0,,25916.0,-20741.0,-4509.0,-865.0,243.0,,,28113.0,24328.0,-21146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VW,cashflows_VW,Group,2018,,,,,,,,,,,,,,,,,15643.0,-3804.0,,,22903.0,347.0,,-11647.0,3645.0,,-5372.0,-6400.0,-7282.0,-762.0,,7271.0,-13729.0,,466.0,-6124.0,-2204,,,,1491.0,-2375.0,-28.0,,35308.0,-15319.0,5488.0,24565.0,-173.0,,,18038.0,28110.0,-21591.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VW,cashflows_VW,Group,2017,,,,,,,,,,,,,,,,,13673.0,-3664.0,,,22415.0,-240.0,,-11478.0,5302.0,,-4198.0,-1660.0,-11891.0,-9443.0,,-1184.0,-13052.0,,931.0,-6098.0,1711,,,,3473.0,-1332.0,,,30279.0,-17905.0,3109.0,17624.0,-727.0,,,18833.0,18038.0,-16508.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VW,cashflows_VW,Group,2016,,,,,,,,,,,,,,,,,7292.0,-3315.0,,,21078.0,716.0,,-12074.0,5048.0,,-3637.0,-2155.0,-9490.0,5966.0,,9429.0,-13152.0,,2534.0,-6178.0,-3883,,,,,-364.0,-3.0,,14262.0,-23637.0,19455.0,9713.0,-91.0,,,20462.0,18834.0,-20679.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VW,cashflows_VW,Group,2015,,,,,,,,,,,,,,,,,-1301.0,-3238.0,,,18409.0,2102.0,,-10808.0,2807.0,,-3149.0,-1807.0,-7663.0,18329.0,,13681.0,-13213.0,,3706.0,-6017.0,-5627,,,,2457.0,-2516.0,0.0,,13.0,32893.0,-23755.0,9092.0,9068.0,,,18634.0,29324.0,-21151.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VW,cashflows_VW,Group,2014,,,,,,,,,,,,,,,,,14794.0,-4040.0,,,15820.0,-174.0,,-8487.0,4764.0,,-2214.0,-1433.0,-8807.0,562.0,,10785.0,-12012.0,,440.0,-4879.0,-2646,,,,4932.0,-1962.0,-6535.0,,15.0,29960.0,-21748.0,4662.0,4645.0,,,22009.0,23004.0,-19097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VW,cashflows_VW,Group,2013,,,,,,,,,,,,,,,,,12428.0,-3107.0,,,13892.0,1012.0,,-7112.0,2363.0,,-1021.0,-1651.0,-6688.0,2479.0,,12595.0,-11385.0,,645.0,-4195.0,-1954,,,,3067.0,-1849.0,0.0,,-21.0,22403.0,-14614.0,8986.0,8973.0,,,17794.0,31459.0,-16889.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VW,cashflows_VW,Group,2012,,,,,,,,,,,,,,,,,25487.0,-5056.0,,,1590.0,-2031.0,,-5606.0,-236.0,,460.0,-56.0,-7814.0,470.0,,7208.0,-10493.0,,387.0,-6735.0,-2643,,,,2046.0,-1673.0,-2101.0,,36.0,32487.0,-16952.0,13843.0,13712.0,,,16495.0,31774.0,-19484.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,KPI_Auto_by_Annee,Automotive,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123602.0,10635.0,0.08604229705,0.181,11071.0,24603.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,KPI_Auto_by_Annee,Automotive,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95476.0,9870.0,0.1033767648,0.24,6354.0,22362.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,KPI_Auto_by_Annee,Automotive,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80853.0,2162.0,0.02673988597,0.127,3395.0,18462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,KPI_Auto_by_Annee,Automotive,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91682.0,4499.0,0.04907179163,0.29,2567.0,17577.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,KPI_Auto_by_Annee,Automotive,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85846.0,6182.0,0.07201267386,0.498,2713.0,19488.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,KPI_Auto_by_Annee,Automotive,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85742.0,7888.0,0.091996921,0.777,4459.0,19787.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,KPI_Auto_by_Annee,Automotive,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86424.0,7695.0,0.08903776729,0.743,5792.0,19520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,KPI_Auto_by_Quarter,Automotive,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26726.0,2367.0,0.08856544189,,4816.0,,2022-03-31,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,KPI_Auto_by_Quarter,Automotive,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30015.0,2463.0,0.08205897051,,2954.0,,2022-06-30,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,KPI_Auto_by_Quarter,Automotive,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32290.0,2873.0,0.08897491483,,2106.0,,2022-09-30,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,KPI_Auto_by_Quarter,Automotive,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34571.0,2932.0,0.08481096873,,1195.0,,2022-12-31,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,KPI_Auto_by_Quarter,Automotive,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22762.0,2236.0,0.0982338986,,2522.0,,2021-03-31,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,KPI_Auto_by_Quarter,Automotive,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24983.0,3953.0,0.1582275948,,2380.0,,2021-06-30,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,KPI_Auto_by_Quarter,Automotive,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22628.0,1756.0,0.07760296977,,1397.0,,2021-09-30,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,KPI_Auto_by_Quarter,Automotive,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25103.0,1925.0,0.07668406167,,55.0,,2021-12-31,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,KPI_Auto_by_Quarter,Automotive,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17989.0,229.0,0.01273000167,,-2218.0,,2020-03-31,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,KPI_Auto_by_Quarter,Automotive,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14878.0,-1554.0,-0.1044495228,,-295.0,,2020-06-30,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,KPI_Auto_by_Quarter,Automotive,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21962.0,1477.0,0.06725252709,,3065.0,,2020-09-30,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,KPI_Auto_by_Quarter,Automotive,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26024.0,2010.0,0.07723639717,,2843.0,,2020-12-31,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,KPI_Auto_by_Quarter,Automotive,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19213.0,-310.0,-0.01613490866,,-559.0,,2019-03-31,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,KPI_Auto_by_Quarter,Automotive,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22624.0,1469.0,0.06493104668,,869.0,,2019-06-30,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,KPI_Auto_by_Quarter,Automotive,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23016.0,1515.0,0.06582377477,,714.0,,2019-09-30,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,KPI_Auto_by_Quarter,Automotive,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26829.0,1825.0,0.06802340751,,1543.0,,2019-12-31,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,KPI_Auto_by_Quarter,Automotive,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19326.0,1881.0,0.09733002173,,302.0,,2018-03-31,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,KPI_Auto_by_Quarter,Automotive,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22192.0,1919.0,0.08647260274,,1642.0,,2018-06-30,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,KPI_Auto_by_Quarter,Automotive,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21111.0,930.0,0.04405286344,,98.0,,2018-09-30,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,KPI_Auto_by_Quarter,Automotive,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23217.0,1452.0,0.06254037989,,671.0,,2018-12-31,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,KPI_Auto_by_Quarter,Automotive,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20001.0,1877.0,0.09384530773,,1599.0,,2017-03-31,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,KPI_Auto_by_Quarter,Automotive,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22165.0,2244.0,0.1012406948,,436.0,,2017-06-30,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,KPI_Auto_by_Quarter,Automotive,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20433.0,1758.0,0.08603729261,,668.0,,2017-09-30,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,KPI_Auto_by_Quarter,Automotive,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23143.0,2009.0,0.08680810612,,1756.0,,2017-12-31,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,KPI_Auto_by_Quarter,Automotive,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18814.0,1763.0,0.09370681407,,532.0,,2016-03-31,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,KPI_Auto_by_Quarter,Automotive,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22872.0,2178.0,0.09522560336,,1990.0,,2016-06-30,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,KPI_Auto_by_Quarter,Automotive,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21564.0,1837.0,0.08518827676,,893.0,,2016-09-30,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,KPI_Auto_by_Quarter,Automotive,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23174.0,1917.0,0.08272201605,,2377.0,,2016-12-31,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,KPI_Fin_by_Annee,Financial Services,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35122.0,3163.0,,,,,,,0.179,0.41,1545490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,KPI_Fin_by_Annee,Financial Services,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32867.0,3701.0,,,,,,,0.226,0.505,1956514.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,KPI_Fin_by_Annee,Financial Services,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30044.0,1721.0,,,,,,,0.112,0.498,1845271.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,KPI_Fin_by_Annee,Financial Services,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29598.0,2312.0,,,,,,,0.15,0.522,2003782.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,KPI_Fin_by_Annee,Financial Services,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27705.0,2172.0,,,,,,,0.148,0.501,1908640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,KPI_Fin_by_Annee,Financial Services,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27567.0,2194.0,,,,,,,0.181,0.468,1828604.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,KPI_Fin_by_Annee,Financial Services,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25681.0,2184.0,,,,,,,0.212,0.496,1811157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,KPI_Fin_by_Quarter,Financial Services,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8486.0,966.0,,,,,2022-03-31,1.0,,,433429.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,KPI_Fin_by_Quarter,Financial Services,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8765.0,982.0,,,,,2022-06-30,2.0,,,382019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,KPI_Fin_by_Quarter,Financial Services,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8785.0,679.0,,,,,2022-09-30,3.0,,,362838.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,KPI_Fin_by_Quarter,Financial Services,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9086.0,536.0,,,,,2022-12-31,4.0,,,367204.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,KPI_Fin_by_Quarter,Financial Services,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7906.0,767.0,,,,,2021-03-31,1.0,,,489066.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,KPI_Fin_by_Quarter,Financial Services,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8200.0,1128.0,,,,,2021-06-30,2.0,,,540279.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,KPI_Fin_by_Quarter,Financial Services,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8073.0,974.0,,,,,2021-09-30,3.0,,,479850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,KPI_Fin_by_Quarter,Financial Services,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8688.0,832.0,,,,,2021-12-31,4.0,,,447319.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
